"","PL1013","PL1015","PL1023","PL1043","PL1159","PL1182","PL1226","PL1362","PL1365","PL1383","PL1493","PL1506","PL1618","PL1626","PL1627","PL1648","PL1720","PL1755","PL1932","PL1949","PL1962","PL2102","PL2169","PL2195","PL2209","PL2291","PL2338","PL2353","PL2360","PL2406","PL475","PL519","PL629","PL687","PL808","PL810","PL893"
"ENSG00000148303",23530.356,13493.244,42187.255,43608.221,15051.097,18345.523,41523.488,18469.597,11670.472,28566.031,36021.376,7369,10392.995,7258.999,20603.442,14511.917,51981.181,12874.911,15787.866,62402.562,43609.646,74334.397,46181.842,33908.961,41734.546,9190.465,33632.663,39218.305,54325.207,53021.717,26425.261,16391.481,13287.446,34392.57,67533.213,24117.918,23336.509
"ENSG00000148308",0,326,426,805,718,2380,1538,897,526,1215,1604,1292,105,0,461,0,1003,715,481,1853,1229,2385,1295.999,1291,0,174,1972,1946,1978,1676,1228,611,767.999,177,2057,779,1728
"ENSG00000148331",71,13,355,610,68,1817,342,0,540,514,403,0,0,485,463,0,0,881,234,55,1,1095,834,1425,0,36,0,638,1552,501,189,198,391,0,383,314,706
"ENSG00000148334",1345,0,398,60.999,101,1871,0,327,43,0,160,0,0,0,348,0,1065.001,0,33,292,113,888,500,489,254,210,0,1064,381,0,464,0,18,0,849,120,0
"ENSG00000148335",532,2,0,47,0,0,109,463,0,1119,453,0,0,0,135,2142,147,0,302,0,0,286,263,364,0,117,0,1243,564,415,75,345.001,0,175,355,90,0
"ENSG00000148337",5270.001,1228,5877,3993,4481,3689,2884,1810,1772,4520.999,3531,1140,2260,5317,4046,177,1059,1725,2272.999,2697,2916,6102.999,6533.999,5824,4022,1365,2277,8976.002,7446,5826.999,2277,2064,2187.001,3525,10046.999,4052,1628
"ENSG00000148339",1198,231,815,394,1380,1506,383,160,0,521,979,470,0,0,1651,0,1011,0,0,1164,623,1161,651,383,3,293,133,283,662,322,575,288,300,0,429,141,1332
"ENSG00000148341",83,345,1103,788,3211,1685,266,70,0,189,443,251,1654,0,609,0,628,0,964,2390,102,678,224,437,0,61,2720,2142,2745,1849,5,264,371,414,1226,157,821
"ENSG00000148343",232,300,904,0,0,0,8,168,0,0,717,0,0,163,104,0,1795,0,80,248,0,765,46,2092,0,268,425.001,207,311,272,1472,0,60,0,913,302,0
"ENSG00000148346",2,114,651,696,1142,3442,1026,278,278,5653,1197,951,0,449,1960,0,2410,433,550.999,1694,237,1887,1745,2897,680,63,48,1577,7933,359,5114.999,798,117,1265.999,3340,1000,463
"ENSG00000148356",296,488,155,632,0,0,0,256,164,652,142,0,0,124,600,0,613,676,12,831,0,420,629,5,1905,108,0,294,635,2429,0,350,257,623,546,108,0
"ENSG00000148358",722,116,839,616,778,1424,316,315,641,706,275,681,0,0,1,0,250,235,0,1520,1832,864,935,1162,156,109,184,1035,1007,908,463,1161,21,100,459,485,341
"ENSG00000148362",807,17,524,462,0,188,344,204,0,1054,372,0,0,0,1006,0,602,13,387,199,996,412,299,86,0,219.999,378,1282,2746,860,518,0,401,429,665,329,780
"ENSG00000148384",106,64,660,103,0,87,0,0,0,36,0,0,376,0,0,0,0,179,0,0,0,108,95,0,319,0,362,189,52,0,0,0,240,122,0,56,4
"ENSG00000148396",4420.001,888,2468,3080,2572,3724,944.001,3388,2512,1762.999,3454,871,6174,0,400,296,576,827,1184,2699,337,2837,1059,1134,2246,444,3344.999,1923,4156,6576,1273,957,374,1013,4851,1148,5428.001
"ENSG00000148399",874,217,64,119,0,0,0,0,0,144,11,0,0,0,489,0,302,0,231,0,530,644,386,380,0,0,571,0,0,126,0,0,18,1042,241,0,0
"ENSG00000148400",2402,434,674,1675,0,1414,1735,347,132,2591,1260,611,176,0,805,472,3520,1989,1511,3225,3501,2293,677,2823,1711,559.001,2606,1775,4789,640,182,173,1101,478,765,1530,246
"ENSG00000148411",974,355,1334,2313,391,0,347,1331,526,1980,2961,0,0,2403,1545,0,3026,3104,890,1572,3222,1779,1254,3816,116,509,2022,1626,1912,4468,1918,735,180,2950,2031,528,2480
"ENSG00000148426",986,130,309,269,796,0,875,181,0,0,153,0,0,0,35,0,200,177,82,2636,33,0,665,1878,0,32,287,589,191,655,298,80,150,0,141,0,1760
"ENSG00000148429",636,889,385,1056,1130,0,1227,328,936,577,904,0,0,0,39,0,1231,550,332,542,1081,1087,1359,39,729,200,2267,696,1763,1003,980,99,286,1228,710,480,433
"ENSG00000148444",0,10,635.464,437.324,0,0,2256.337,10.04,0,1050.068,440.668,0,0,0,0,0,464,0,190,1190.682,113,1519.015,534.968,0,1,218.668,2458,451.522,2256,0,114.983,132.238,171,0,1035,670.739,1014
"ENSG00000148450",0,121,304,95,0,0,210,0,0,7,395,0,0,0,1,0,0,0,366,0,0,113,230,60,879,45,0,144,1341,589,0,196,0,219,800,648,0
"ENSG00000148459",0,0,453,9,0,0,429,0,0,165,607,0,0,0,0,0,0,1,0,0,0,315,0,0,0,0,0,154,581,771,58,0,273,172,1,11,0
"ENSG00000148468",532,0,293,117,108,0,0,220,0,85,195,0,0,0,0,0,1,445,1,1567,24,14,320,310,0,21,104,240,6,6,45,114,0,265,230,0,0
"ENSG00000148481",3126,108,457,1105.001,1897,1248,1057,606,1350,847,279,0,0,4048,361.001,615,1412,882,866,1138,578,2095.001,1507,1284,506,94,663,1397,4145,2019,841,354.001,351,1351,2945,990,995
"ENSG00000148484",9134,1150,12445.999,3259,4148,6171,2931,590,3326,3047,5722,2758,4099,0,3428,4299,2728,2354,721,7607,2194,5234,7314,16722,3687,1122,6548,10249,13346,14000,17553.999,1524,1568,2435,5381,2990.001,581
"ENSG00000148488",114,0,75,0,93,0,497,514,148,280,431,0,0,0,292,0,0,0,116,894,177,207,137,599,0,0,0,202,182,129,2233,0,110,0,0,1,0
"ENSG00000148498",167,904,1851,353,2621,1539,427,527,525,332,1876,0,1407,284,992,0,1990,6,1346,3053,1871,1656.001,2597.999,3090,1758.001,214,1455,532,3262,2436.001,3936.999,400,303,1104,676,276,871
"ENSG00000148516",24970.001,7931.999,23350.998,11839.998,11400.001,27488.999,10151.999,5416,9539,14261,15967,998,13813,6165,6956.001,8301,9337,5272,11317,36971.001,20214,51079.001,46198,17913.999,22835,4779.998,22690.999,14201,16189,21018.001,8256,9476.001,12799,12260,35158.999,8556,20271
"ENSG00000148541",1250,0,622,131,0,642,668,340,0,0,231,0,0,0,116,0,0,0,0,696,0,209,617,0,145,85,586,0,0,0,91,227,126,0,519,659,173
"ENSG00000148572",609,156,243,444.952,278,0,870,839,0,1605,525,0,0,0,1653,0,1755,1836,438,2091,938,670,923,727,849,146,598,2185,4120,1845,1127,255,411,1038,1848,349,2296
"ENSG00000148584",0,0,0,0,109,0,0,0,0,251,235,0,0,0,420.001,0,466,0,0,0,0,0,0,0,0,22,0,0,0,116,82,0,6,0,61,0,0
"ENSG00000148606",0,64,0,441,1317,1584,290,332,0,338,856,1112,16,0,0,0,0,0,280,840,589,360,238,13,87,75,517,551,933,1285,29,770,542,299,165,108,292
"ENSG00000148634",1007,77,1272,1159,412,659,1199,877,2229,938,2173,3085,917,4803,116,1755,2208,821,1279,3112,300,1656,883,1538.999,2076,246.001,882,2577,2177,476,1653,1381,608,1117,3221.001,972,2868
"ENSG00000148655",0,0,210,381,0,1762,402,0,0,341,298,0,0,0,0,0,1623,483,124,400,0,283,425,557,1187,2,558,339,2279,0,0,278,44,222,260,645,0
"ENSG00000148660",931,425,739.001,1435,1946,1639,1656,423,0,1270,1239,1182,0,0,843,0,436,104,307,1936,2740,1807,551,290,883,388,1543,2891.001,3216,1053,2023,486.001,610,1104,1441,400.001,231
"ENSG00000148671",330,327,780,452,90,0,158,348,498,106,460,0,0,0,592,1069,0,0,360,1694,661,1889,748,0,273,71,1022,33,0,256,149,292,14,451,1471,875,2138
"ENSG00000148672",825,831,2234.001,1465,0,1316,1571,2667.594,2122,2224,1802,1779,1046,1709,2062.947,1550,926,930,917,2797.001,3565,4330,5043,2739,4994.001,1036,1337,2338,4787,3014,1754.658,2334.999,464,905,3238,1171.999,763
"ENSG00000148688",168,0,0,0,1095,0,0,391,0,398,150,0,0,0,159,0,764,0,133,64,890,465,242,449,0,27,133,107,348,0,2,196,0,254,73,0,357
"ENSG00000148690",0,117,1767,1402,0,0,358,69,584,641,1238,0,0,3502,922,0,292,10,745,1450,335,3209,2727,3363,453,253,334,903,3248,2248,868,551,486,795,2744,530,387
"ENSG00000148700",3169,1003.999,3984,3012.001,5878.999,3517,3840,1889,1594,1672,4365,1806,2203,59,2537,357,3075,1013.001,2188.999,4029,2831,6735.001,4362.001,4743,5729,1164,3568,7350,10997.999,6234,6748.999,1110,1631.001,2306.999,5636.001,2739,2988.001
"ENSG00000148719",1403,114,297,297,0,1652,1290,191,70,1218,1350,0,0,0,1943,2,764,913,1057,2663,1002,1459,553,371,2137,146,1538,2167,4267.999,694,214,786,171,456,1239,670,664
"ENSG00000148730",9841,2308,7019,9012,7652,5815,7706,4091,4009,13283,7168,2377,2888,12322,4194,2241,6086,2789,3994,8092,3823,10405,7273,7888,9730,2132,8479,10373,16904,13479,6152,3993,2038,3948,15020,5508,3636
"ENSG00000148737",2300,917,662,1126,1485,0,1301,562,1366,342.001,782,0,1731,345,353,94,1345.001,512,701,1851.999,1554.999,1842.999,2755,3189,4903.001,730,2090,2809,1505,2605,1080,2280.001,445,2721,1493,711,600
"ENSG00000148773",1456,2118,587.999,2376,2795,5152,678,445,1240,6921,3934,123,1408,964,4080,0,739,1127,1867,2590,209,6618,896,2503,530,661,0,636,13086,4015,857,228,141,407,7311,2125,3046
"ENSG00000148803",0,55,4,120,0,0,231,164,0,184,565,0,0,0,0,0,0,29,0,0,53,144,923,58,0,30,0,0,31,498,0,173,0,0,274,2,0
"ENSG00000148814",0,54,490,536,0,0,28,139,169,270,611,0,0,0,0,0,0,0,447,0,242,48,296,0,393,42,928,1072,348,0,365,0,129,821,0,84,444
"ENSG00000148824",355.159,142,138,291,0,1727.999,818,582.883,0,34,72,0,413,1442,0,0,253,0,394,180,58,810,45.747,144.388,789,183,0,1177,458.588,672,5.95,3,0,1446,1178,452.001,0
"ENSG00000148832",0,0,0,0,0,0,0,310,0,138,44.71,0,0,2727,0,0,328,0,0,190.046,368,26,0,0,0,0,0,290,0,0,0,0,0,0,89,36,41
"ENSG00000148834",1325,527.001,666,822.999,1304,2728,1676.999,485,0,3102,247,427,0,0,594,2612,407,274,860,3918,993,3257.999,618,3486,2514,579,113,2173,3778,2238,1961,1767,725,2157,2003,1611,909
"ENSG00000148835",324,52,135,0,0,0,0,0,0,0,75,0,0,0,0,0,689,0,344,444,269,817,1,226,0,112,329,164,628,73,253,68,0,0,197,93,0
"ENSG00000148840",3194,108,370,1595,0,408,627,1087,0,179,463,787,2092,0,35,0,842,0,825,433,1377,2527.001,332,1088,1999,173,832,2074,314,1077,190,69,219,0,590,1463,0
"ENSG00000148841",1038,27,205,680,0,3443,295,53,0,13,59,0,1,0,0,5,225,158,326,832,39,1125,1318,587,0,20,76,717,525,627,0,2,0,37,181,107,214
"ENSG00000148842",862,0,496,96,2270,0,152,32,0,893,16,502,0,175,363,1307,303,0,0,1790,0,91,466,737,684,3,119,64,1071,280,73,0,24,250,1940,264,83
"ENSG00000148843",1173,712,1505,1162,517,121,1626,792,1220,1317,3467,236,422,1246,1550,334,1140,55,258,2540,3430,1496,2110,554,1169,457,2059,1364,1891,1695,1877,669,332,2271,3731,1253,398
"ENSG00000148848",740,214,559,111,742,3677,639,485,60,86,1567,76,796,1617,982,272,1084,1097,799,523,297,2523,1046,1640,2881,3,164,673,115,13586,1094,143,504,34,381,1416,172
"ENSG00000148908",14546,2090,12944,5598,5585,3968,3544,1081,7856.001,4348.001,6092,6646,1552,0,1291,1403,6577,1335,2887,12377.999,3806,11923,11878,23688,6974,1408,2858,6373,17861,9112,39035.999,3164,2878,2430,8689,3258,3253
"ENSG00000148925",113,810,296,1512,2562,0,725,786,74,811,733,0,261,0,197,167,1999,571,340,1963,2711.999,2368,1166,794,2532,445,2965,1406,2816.999,2095,941,2411,200,1021,1842,940,645
"ENSG00000148926",107,0,0,319,0,0,76,0,624,306,318,0,0,0,0,0,1502,1,48,0,163,742,48,1444,190,0,773,221,620,1203,32,314,0,711,541,161,1238
"ENSG00000148943",775,94,945,295,0,0,879,405,723,365,1429,112,0,0,379,0,49,456,152,1330,216,1012,352,906,910,335,88,1861,457,154,1082,176,334,732,1245,719,208
"ENSG00000148948",0,23,108,55,0,0,70,177,0,0,9,0,548,0,0,0,0,0,2,0,0,54,57,0,0,22,0,307,0,0,0,0,91,0,0,0,0
"ENSG00000148950",0,51,19,21,0,0,8,0,173,53.999,0,0,0,0,0,0,134,0,0,1,0,374,804,138,585,12,0,0,0,133,91,0,15,345,0,0,0
"ENSG00000148985",0,0,851,238,0,0,0,0,0,0,0,0,0,0,87,0,17,0,16,233,0,0,187,0,0,14,0,0,122,790,0,0,0,64,638.999,0,0
"ENSG00000149016",1142,0,0,172,0,220,0,554,0,18,0,0,0,0,0,0,0,0,0,35,0,156,0,224,1319,97.532,0,42.259,20,1961,113,231,0,0,526.773,33,0
"ENSG00000149084",467,100,281,467,495,0,370,250,0,195,664,0,1163,0,1535,0,119,231,133,752,562,782,946.001,620,1141,133,100,186,624,2293.999,1203.001,450,121,286,1139.001,349,0
"ENSG00000149089",268,68,269,421,0,0,394,106,593,49,0,0,0,0,586,0,135,0,2,110,33,342,306,492,0,100,467,801,1190,325,248,0,38,0,295,75,989
"ENSG00000149091",3348.865,1646.943,4148.999,5453.001,1931,971,2988,1312.45,4609,8331.975,4642.801,1286.488,1959,0,2982.996,2867,8432.764,3458.667,2149,7926.97,2967.819,5725,3547.999,9537.073,3616,1160.001,4703,9635.001,8888.967,9885,1631,1554.001,1385.915,6536,5275.466,2194.893,1271
"ENSG00000149100",429,1049,2483.001,2714,0,3196,2135,1262,2295,2704,3042,0,91,62,619,622,5625,554,844,6611.999,2899,5014,2172,2417.999,4841.999,758,3299.999,5229.999,6846.001,4878.001,1643.001,1540.001,1251,5017.999,4633,1691.001,1369
"ENSG00000149115",1505,779,1747,1641,2591,2681,1372.999,299,1145,3776,2648,23,471,2916,647,1293,2962,569,832,4391,1737,3723.001,6820,0,206,1331.999,1665,932,1689,1894,189,334,2317,44,1498,1704,2308
"ENSG00000149131",171,47,12,459,100,0,605,305,1056,0,95,0,788,0,311,0,605,0,108,644,86,1259,336,5,3625.999,69,1459,102,408.001,995,329,48,449,0,516,462.999,151.001
"ENSG00000149136",2988,2089,3912,3668,1127.001,2545,1661,1037,1835,3589,3247,361,3320,5340,2301,3634,3219,1504,1541,6485,3333,5969,5865.001,12276,8660,961,2168,2390,5324,6555.999,1633,2261.001,1314,3953.999,4630,2256,3817
"ENSG00000149150",175,79,8,204,187,429,0,195,0,100,134,0,0,0,55,0,0,0,0,255,0,70,508,0,127,24,0,176,718,15,77,168,585,479,538,149,0
"ENSG00000149177",20130,1312,6964,3524,5955,4876,3963,693.999,1944,6126.001,9177,792,1209,238,1147,169,6512,920,1306,21219,2844,4055,4475,18889,5846,636.999,3880,7366,8631,2631,13181,537,1100,1740,5432,1862,2916
"ENSG00000149179",574,0,313,135,0,0,0,0,0,0,157,0,0,0,589,0,0,0,0,28,0,132,0,125,0,20,22,93,204,0,272,0,118,0,353,190,236
"ENSG00000149182",2245.999,779.001,868,768,0,499,1061.999,541,0,1559,879,0,70,0,460,2300,745.001,615,462.999,2681,566,640,1310.999,3467.999,262,482,1391,254,1327,911,642,359,0,217,1475.999,1239,123
"ENSG00000149187",3229,846,2719,1768,3607,1263,1673.001,1366.999,212,2138,1640,132,1771,505,2303,0,1322,2605,870,2401,2138,2894.001,2352,4597,1658,632.001,2409,2408,2858,1463,1046,533,1320,1337,2259.001,1560,1735
"ENSG00000149196",283,534,867,423,1.261,0,1961,416,0,2221,1735,0,0,622,1885,0,1743,52,613,558,908,854,2423,1,692,161,574,2132.001,2994,719,1439,439,436,3647,2075,1281,433
"ENSG00000149212",12960,975,4321,7407.999,11972.001,6521,3521,2028,5035,3933,9366.999,3974,3118,5451,4862,6103,13286,2488,4057,8334,7686,12697,7522,19547.001,2520,1417,4567,7310,12590,6823.999,5642,3594,1988,6248,4172,3500.999,4870
"ENSG00000149218",2287,791,935,405,1803,452,1199,711,1692,1291,1509,857,2166,0,2216,2675,1794,483,969,6746,1395,1678,1796,8495,52,287,2969,2163,1875,1383,4535,84,308,2248,1353,537,1233
"ENSG00000149231",508,329,379,957,3717,0,1882,702.999,0,459,175,0,0,0,1606,0,303,375,279,1889.999,812.999,1414,145,1650,2334,146.001,498,897,814,384,1752,456,451,1253,2087,1009,1198
"ENSG00000149257",0,1,100,925,224,0,311,163,0,321,0,0,0,94,390,0,751,13,218,128,492,1751,762,263,0,31,1327,329,251,397,3,2,111.001,61,225,182,187
"ENSG00000149260",1682,0,3,162,0,0,78,0,0,1,332,0,0,0,318,215,0,0,0,0,0,831,353,462,0,36,1801,0,326,0,37,722,107,0,0,142,0
"ENSG00000149262",67,499,868,265,1331,0,564,872,19,139,133.375,0,0,1,353,0,697,583,226,828,696,1253,403.999,1645,0,92,652,537,911,357,568,1331.391,642,0,848.001,1203.994,0
"ENSG00000149269",657,657,2561,3382,977.001,4888,4504.001,3216,1508,2985.001,2600,0,354,152,1439.999,0,5604,681,1855,3749,2349.001,6118.998,5371,3113,1808,689,4927,8303,10781.001,6270,2359.002,1254,645,1055.001,4972.001,2360.001,607
"ENSG00000149273",58436.999,19552,78037.998,88010.001,42124.999,48401,72386.971,53251.001,38317.001,52515.999,62660.001,11990,34230,44416.001,30901.999,30964,88529,36585,34600.001,93345.001,110695.001,101345,64552,87471.693,67134.001,16363,45209.999,98699,96916.989,120528.001,52661.999,43946.999,26364.002,69861.001,107257,49347.001,59540
"ENSG00000149289",0,0,334,246,0,0,212,72,0,74,0,0,0,0,824,38,0,141,0,0,0,0,96,133,362,49,0,1043,771,3,743,0,164,0,353,243,12
"ENSG00000149292",0,0,4,251.999,0,0,68.001,0,0,303,419,0,0,0,0,0,0,0,0,200,0,390,0,0,0,0,0,456,0,1245,0,178,0,0,21,0,0
"ENSG00000149294",0,119,0,0,0,0,0,0,854,35,0,0,0,0,125,0,0,0,0,0,219,17,131,1052,0,40,0,951,0,0,507,148,0,0,273,0,0
"ENSG00000149308",200,305,349,483,2754,0,427,617,0,575,1168,0,0,0,387,0,1257,174,533,1287,832,1575,714,939,1488,30,1181,1818.001,1985.999,1219,2170,110,400,774,1380,824,1190
"ENSG00000149311",6138,2117.001,10583.002,7279.998,6059,667,7211.998,3694,1437,3926,5712.999,1253,1666.001,1198,3389,7761,6448.998,3661,2151,15719,10878.999,13955.001,5318,11243.001,10174,1628.999,2139.001,8839.001,14788.001,9654.001,6701.002,3794,1372,7260.001,10260.001,4053,5570
"ENSG00000149313",334,151,277,231,0,0,473,101,699,0,22,0,518,0,0,1735,941,1445,275,806,1007,644,320,5,2997,177,0,139,709,2943,453,406,1,1300,684,307,431
"ENSG00000149346",0,0,0,439,0,0,95,442,0,315,0,83,0,0,399,0,30,517,103,14,0,652,507,1066,559,109,294,379,973,796,164,178,175,838,275,0,732
"ENSG00000149357",6031,922,4076,1713,7866,0,2556.999,1811,1410,2090,2831,1096,1287,2580,1458,1337,4237,1560,1606,7019,2627,3811,2659,11618.001,6789,1117,4380,6519,8878,5746,7350,2534,874,2116.001,4271.999,2578,4182
"ENSG00000149403",457,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,1452,1,0,48,2,128.001,13,52,107,0,11,108,0,64,148,339,0,0
"ENSG00000149418",0,0,0,99,0,0,214,534,0,0,0,0,0,0,0,0,0,0,137,136,300,0,0,0,263,0,0,0,803,102,0,0,0,0,21,0,0
"ENSG00000149428",171,183,452,458,0,0,106,396,573,1008,1219,885,2251,1911,363.001,338,3754,1,375,143,417,3850,707,2987,213,89,648,691,1787,833,179,872,1495,0,2235.001,1027.001,0
"ENSG00000149474",0,388.07,427.389,535,0,0,373.919,350.833,0,711,316.734,0,0,0,40.656,0,762,0,71.209,773.452,623.611,809.076,41,151.951,718.094,339.084,332,483.607,1536.018,2169,326.247,23.349,538,0,982.136,468.203,41
"ENSG00000149476",949,0,322,514.999,1299,0,482,0,1412,1602.999,1008.013,0,0,24,264,0,0,0,495,1588,156,367,545,745,0,118,1358,653,1793,929,350,0,30,0,700.999,216,0
"ENSG00000149480",3363,1099,4225,4060,4307,3487,1890,1445,23,2475,3462,877,2917,587,1538,74,5621,1254,1583,2357.001,1282,5099,2314,4402,3618,1430,2827,2619,4101,4623,1188,2109.999,244.999,4165,5396,1831,1602
"ENSG00000149483",65,89,46,204,5,1003,227,0,416,183,9,0,550,0,204,0,0,0,397,31,0,430,1191,305,936,17,40,20,512.001,144,233,315,12,988,420,727,0
"ENSG00000149485",845,30,35,369,0,0,0,0,0,1,25,0,1455,0,1147,0,0,0,273,1708,0,593,537,0,35,159,602,53,569,161,136,0,0,0,442,183,62
"ENSG00000149489",0,0,166,17,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,93,0,247,0,372,0,0,151,0,316,104,0,0,48,0,0,18,0
"ENSG00000149499",293,12,429,1329,392,0,204,30,0,232,900,133,0,11,437,329,0,941,346,151,639,270,1097,356,0,130,1016,786,104,90,691,266,112,1037,494,182,1
"ENSG00000149503",3167,961,1151,1966,0,0,775,1600,0,2317,726,776,292,0,1110,0,2443,2470,2316,1606,2699,5233,3689,1171,0,613,1949.999,6779,2822,241,722,283,695,867,2264,4288,4935
"ENSG00000149516",670,0,210,1507.001,1489,274,353,0,0,2743,667,2037,777,0,920,0,1974.001,237,23,915,1034,1429,813,462,1706,309,2366,636,3333.999,1540,547,822,128,791,1840,727,611
"ENSG00000149531",0,22,327.93,262.195,0,0,17,1,0,27.721,58,0,0,0,0,0,0,0,0,462.996,108.711,0,197,0,0,0,0,540,0,1996.638,142.998,34.604,0,0,310.661,257.012,0
"ENSG00000149532",1293,599.001,954,675.001,0,642,627,66,65,862,1754,103,87,209,2281,38,2056,452,555,2415,1269,1194,1561,1095,2072,269,2167,563,1218,2429,0,265,237,532,636,752.999,16
"ENSG00000149541",342,0,152,296,0,0,119,0,517,0,28,0,201,0,279,785,0,171,0,0,30,0,1242,0,833,185,0,8,444,0,0,72,0,0,174,42,0
"ENSG00000149547",1191,407,1150,612.999,8,1713,1623,1134.001,0,2340.999,988,0,0,438,136,2588,1633,780,1554,1574,578,2446,2562,1737,3086,296.999,1876,5567,2498,6385.001,382.001,1019,338.001,2151,2243,1238,399
"ENSG00000149548",0,21,173,376,1180,0,0,321,0,17,177,0,0,0,0,0,0,0,0,10,96,413,222,641,492,173,0,1113,898,117,198,598,241,386,69,166,282
"ENSG00000149554",791,0,27,0,0,0,345,0,235,0,5,0,0,0,73,0,0,0,0,0,0,394,349,0,491,55,0,319,0,0,134,295,86,86,542,0,0
"ENSG00000149557",1388,490.999,2273,890.999,279,163,530,30,966,348,1722,0,0,635,452,177,3761,482,845,1550,801,1941,258,1,2644,161,653,170,2136,2995,437,657,991,3612.999,2354,1419,1547
"ENSG00000149564",2082,417,1161,159,856,188,385,351,0,9,493,0,0,277,958,0,420,0,739.999,2621,0,1013,555,2101,3236,476,412,247,1006,5388,2083,258,86,119,395,314,420
"ENSG00000149577",736,108,459,256,0,0,194,134,0,0,360,0,1598,168,0,0,357,9,0,595,0,345,440,0,0,64,333,1267,1317,3694,144,19,110,171,146,402,0
"ENSG00000149591",821,139,357,31,0,0,206,441,0,738,263,0,0,0,0,0,80,73,179.178,0,100,761,462.001,0,278,162,2596.999,0,20,150,296,0,36,19,1168.999,953,567
"ENSG00000149600",934,215,935.709,597.554,162,0,807.795,1451,603,2883.818,1128.831,0,0,0,395.273,460,2033,178,510,2244,836,1966.187,659.98,1767,1164,123,407,1583,2120,2803.717,1726.014,43,65,510,2077.239,1152,730
"ENSG00000149636",0,0,780,396.001,0,389,139,0,0,134,24,0,0,0,0,0,0,0,0,0,0,392.001,429,0,0,0,322,62,240,1745,0,126,11,37,659,0,0
"ENSG00000149639",1101,430,339,3545,335,945,536,493,0,18,745.999,194,0,979,1038,0,2198,1918,647,3141,3448,1545,1685,1078,1017,356,2222,1023.001,1611,898,767,784,549,1723,816,182,479
"ENSG00000149657",3335,70,907,1459,0,477,737.999,741,0,830,1106,730,0,0,24,2,0,0,463,1208,1047,883,658,345,4,126.995,378,1140,1001,710,404,185,278,917,2807,510,240.001
"ENSG00000149658",813,132,806,1094,1,1211,641,302,0,526,811,0,0,83,292,888,1635,880,561,1397,988,1207,1245,3223,755,219,2536,2110,1145,706,101,22,254,466,2543,665,0
"ENSG00000149679",0,150,46,13,0,0,105,0,0,247,47,0,0,1620,0,0,15,26,272,610,10,78,43,834,0,43,130,730,463,398,51,0,0,81,46,26,4
"ENSG00000149716",424,161,142,126,0,1783,0,96,0,457,408,0,0,0,407.001,0,0,22,285,226,291,250,372,0,441,64,0,4,643,0,102,386,0,98,673,286,99
"ENSG00000149743",158,384,118,237,0,0,173,75,0,0,191,0,0,78,43,0,105,0,0,635,435,0,0,0,0,7,93,285,125,0,291,239,0,145,187,660.001,0
"ENSG00000149761",297,307,659,0,0,0,240,0,0,905,86,0,0,0,0,0,0,0,67,0,284,894,743,0,0,64,1581,121,420,541,91,76,0,145,365,62,99
"ENSG00000149781",15030,2097,8444.998,4161.001,10511,8127,4531.001,2251,3352,8343,6936.001,863,3868,1,2213,2682.999,6007,1942.001,3651.999,23041.999,6775,4914.998,5559.999,11027,3951,1794.999,10181,10350.999,16870,12385.999,12120.758,2817.001,1908,5077,5903.001,3600.999,2363.999
"ENSG00000149782",267,279,708,174,0,0,973,363,59,38,2340,0,0,39,115,0,603,543,358,1319,0,1027,1164,949,96,102,1426,597,1137,1404,620,535,0,1808,463,1535,978
"ENSG00000149792",0,246,1072,669,398,303,543,647,398,1091,56,0,0,264,89,0,991,0,665,1168,932,942,1552,1799,338,192,675,1957.001,1624,657,335,68,397,443,1803,825,113
"ENSG00000149798",0,17,90,214,0,0,51,446,0,0,148,0,228,0,161,1,0,0,261,300,692,357,385,181,106,98,739,476,1287.889,487,1146,137,184.138,35,701,59.353,217
"ENSG00000149806",21025,4479.999,22239,24640,20833,8243,23245.002,9719.001,7923,11236.001,14732.001,9268,7641,25808,15512,11502,22649,16245,8500,34063.999,29777,30504,21217,17626,15213,4831.999,18025,30698,32889.001,21732.727,18278,10735,6232.001,24105,38227,16508.001,15956
